load_id,distance,posted_rate,rate_per_mile,posted_rate_iqr_flag,rate_per_mile_iqr_flag
TR-020048,2250.0,4219.29,1.87524,False,False
TR-020049,2086.4,4672.58,2.2395417944785274,False,False
TR-020050,527.7,1212.87,2.2984081864695844,False,False
TR-020051,2756.0,5946.41,2.157623367198839,False,False
TR-020052,2490.0,4726.09,1.8980281124497993,False,False
TR-020053,716.0,1599.25,2.2335893854748603,False,False
TR-020054,2062.1,4440.17,2.153227292565831,False,False
TR-020055,471.7,1172.8,2.4863260546957813,False,False
TR-020056,520.1,1354.4,2.6041145933474334,False,False
TR-020057,2659.6,5063.96,1.9040306813054595,False,False
TR-020058,2098.0,4104.63,1.956448999046711,False,False
TR-020059,2057.8,3818.19,1.8554718631548255,False,False
TR-020060,378.0,960.75,2.5416666666666665,False,False
TR-020061,1313.6,2799.07,2.130838915956151,False,False
TR-020062,1569.2,3646.39,2.3237254652051997,False,False
TR-020063,2253.2,4484.16,1.990129593467069,False,False
TR-020064,405.6,991.71,2.445044378698225,False,False
TR-020065,588.5,1413.08,2.4011554800339847,False,False
TR-020066,1758.8,3562.56,2.0255628837843984,False,False
TR-020067,582.7,1527.27,2.621022824781191,False,False
TR-020068,2256.9,4573.65,2.026518676060082,False,False
TR-020069,381.3,1052.27,2.759690532389195,False,False
TR-020070,625.9,1544.55,2.467726473877616,False,False
TR-020071,1015.3,2423.17,2.3866541908795433,False,False
TR-020072,735.5,1696.8,2.30700203942896,False,False
TR-020073,726.6,1794.12,2.4691990090834017,False,False
TR-020074,1760.9,3352.5,1.9038559827361008,False,False
TR-020075,697.8,1494.17,2.1412582401834337,False,False
TR-020076,977.2,2100.94,2.1499590667212445,False,False
TR-020077,1667.1,3345.9,2.0070181752744287,False,False
TR-020078,1066.0,2352.5,2.2068480300187616,False,False
TR-020079,1001.8,2078.99,2.0752545418247155,False,False
TR-020080,898.6,2052.98,2.2846427776541285,False,False
TR-020081,722.6,1622.1,2.2448104068641017,False,False
TR-020082,2312.4,4474.12,1.9348382632762497,False,False
TR-020083,607.7,1364.8,2.2458449893039325,False,False
TR-020084,782.5,1820.88,2.327003194888179,False,False
TR-020085,909.3,2155.36,2.3703508193115588,False,False
TR-020086,1214.7,2357.1,1.940479130649543,False,False
TR-020087,678.8,1602.86,2.3613140836770774,False,False
TR-020088,945.1,1900.89,2.0113109723838747,False,False
TR-020089,720.6,1592.23,2.2095892311962255,False,False
TR-020090,2470.2,4652.32,1.8833778641405554,False,False
TR-020091,829.5,1942.75,2.34207353827607,False,False
TR-020092,2279.6,4466.49,1.9593305843130373,False,False
TR-020093,2038.1,4013.62,1.9692949315538983,False,False
TR-020094,1268.7,3010.39,2.372814692204619,False,False
TR-020095,770.9,1776.84,2.3048903878583475,False,False
TR-020096,857.4,1751.07,2.0423023093072077,False,False
TR-020097,596.3,1358.06,2.2774777796411203,False,False
TR-020098,814.8,1795.9,2.204099165439372,False,False
TR-020099,1006.7,2345.56,2.3299493394258466,False,False
TR-020100,981.8,2020.59,2.0580464453045426,False,False
TR-020101,1662.8,3278.42,1.971626172720712,False,False
TR-020102,929.0,1975.87,2.1268783638320774,False,False
TR-020103,868.1,1806.26,2.0807049879046193,False,False
TR-020104,1489.2,3381.25,2.270514370131614,False,False
TR-020105,879.8,2048.3,2.328142759718118,False,False
TR-020106,1237.5,2602.77,2.1032484848484847,False,False
TR-020107,1839.8,3758.85,2.0430753342754646,False,False
TR-020108,996.1,2306.67,2.3157012348157817,False,False
TR-020109,1803.3,3790.11,2.1017634337048747,False,False
TR-020110,174.9,508.37,2.9066323613493426,False,True
TR-020111,1098.0,2143.59,1.9522677595628417,False,False
TR-020112,155.9,439.38,2.8183450930083387,False,False
TR-020113,1004.2,2129.07,2.120165305715993,False,False
TR-020114,1062.2,2328.03,2.191705893428733,False,False
TR-020115,693.4,1710.72,2.46714738967407,False,False
TR-020116,305.0,184.26,0.6041311475409836,False,True
TR-020117,1846.2,3587.36,1.9431047557144405,False,False
TR-020118,1254.3,2494.26,1.9885673283903376,False,False
TR-020119,883.3,1844.82,2.088554285067361,False,False
TR-020120,625.7,1392.88,2.2261147514783444,False,False
TR-020121,289.3,712.31,2.462184583477359,False,False
TR-020122,648.6,1418.6,2.1871723712611777,False,False
TR-020123,1281.2,2572.02,2.007508585700905,False,False
TR-020124,1160.7,2671.04,2.3012320151632633,False,False
TR-020125,1920.2,3792.54,1.9750755129673991,False,False
TR-020126,1457.4,3329.34,2.284438040345821,False,False
TR-020127,831.5,1731.82,2.082766085387853,False,False
TR-020128,1495.9,3087.62,2.0640550838959824,False,False
TR-020129,929.7,1985.45,2.1355813703345166,False,False
TR-020130,1750.3,3588.51,2.050225675598469,False,False
TR-020131,1476.5,2971.52,2.012543176430748,False,False
TR-020132,427.1,1023.09,2.395434324514165,False,False
TR-020133,833.8,1794.87,2.1526385224274405,False,False
TR-020134,714.5,1686.73,2.360713785864241,False,False
TR-020135,1702.4,3886.76,2.283106203007519,False,False
TR-020136,533.9,1257.75,2.355778235624649,False,False
TR-020137,1204.7,2881.22,2.3916493732879553,False,False
TR-020138,2352.0,4454.82,1.8940561224489794,False,False
TR-020139,1188.4,2443.49,2.0561174688657013,False,False
TR-020140,2558.8,4968.69,1.9418047522276063,False,False
TR-020141,740.6,1681.53,2.2704968944099377,False,False
TR-020142,1994.4,4322.21,2.1671730846369837,False,False
TR-020143,1201.8,2474.11,2.058670327841571,False,False
TR-020144,2368.8,5011.23,2.115514184397163,False,False
TR-020145,471.5,1154.41,2.4483775185577943,False,False
TR-020146,2304.4,4369.53,1.8961681999652835,False,False
TR-020147,910.7,1828.96,2.0083013066871636,False,False
TR-020148,517.5,1331.14,2.572251207729469,False,False
TR-020149,902.1,1870.31,2.0732845582529653,False,False
TR-020150,468.4,1067.81,2.2796968403074294,False,False
TR-020151,1483.4,3018.67,2.0349669677767293,False,False
TR-020152,430.2,1073.5,2.4953509995351,False,False
TR-020153,1923.3,3718.03,1.9331513544428849,False,False
TR-020154,134.9,386.31,2.8636767976278725,False,False
TR-020155,1427.9,2916.21,2.0423068842355905,False,False
TR-020156,993.9,2304.07,2.318211087634571,False,False
TR-020157,1238.3,2875.79,2.322369377372204,False,False
TR-020158,2643.3,4989.91,1.8877577270835697,False,False
TR-020159,1011.2,2242.23,2.217395174050633,False,False
TR-020160,1009.5,2070.38,2.0508964834076275,False,False
TR-020161,1446.0,2894.43,2.001680497925311,False,False
TR-020162,2006.0,4455.13,2.220902293120638,False,False
TR-020163,433.7,1096.79,2.5289139958496656,False,False
TR-020164,1541.7,3113.29,2.019387688914834,False,False
TR-020165,959.4,2154.93,2.2461225766103814,False,False
TR-020166,3028.3,6202.54,2.048192054948321,False,False
TR-020167,994.0,2380.35,2.394718309859155,False,False
TR-020168,410.8,1114.47,2.7129259980525804,False,False
TR-020169,690.3,1739.37,2.5197305519339417,False,False
TR-020170,902.3,1826.88,2.0246924526210797,False,False
TR-020171,590.5,1385.04,2.345537679932261,False,False
TR-020172,898.1,2101.76,2.3402293731210335,False,False
TR-020173,1346.1,2804.53,2.083448480796375,False,False
TR-020174,1129.5,2545.66,2.2537937140327577,False,False
TR-020175,696.6,1386.87,1.9909130060292848,False,False
TR-020176,1121.5,2534.85,2.260231832367365,False,False
TR-020177,675.5,652.95,0.9666173205033309,False,True
TR-020178,937.4,1834.15,1.9566353744399405,False,False
TR-020179,482.7,1096.12,2.2708100269318416,False,False
TR-020180,1424.4,2813.51,1.975224655995507,False,False
TR-020181,206.4,581.35,2.8166182170542635,False,False
TR-020182,2664.5,5044.6,1.893263276412085,False,False
TR-020183,469.3,1181.3,2.5171532069038993,False,False
TR-020184,611.4,1569.21,2.566584887144259,False,False
TR-020185,649.5,1406.27,2.1651578137028484,False,False
TR-020186,2859.2,5579.3,1.9513500279798548,False,False
TR-020187,1478.7,3186.13,2.1546831676472578,False,False
TR-020188,1860.5,3748.46,2.0147594732598764,False,False
TR-020189,1578.9,3184.08,2.01664449933498,False,False
TR-020190,628.8,1618.13,2.5733619592875323,False,False
TR-020191,2133.1,4198.32,1.9681777694435327,False,False
TR-020192,461.8,1181.08,2.557557384148982,False,False
TR-020193,512.9,1183.98,2.308403197504387,False,False
TR-020194,792.2,1689.16,2.132239333501641,False,False
TR-020195,290.3,723.31,2.4915949018256973,False,False
TR-020196,375.6,962.57,2.5627529286474973,False,False
TR-020197,426.9,955.67,2.2386273131881005,False,False
TR-020198,1674.8,3750.98,2.239658466682589,False,False
TR-020199,824.1,1793.08,2.175803907292804,False,False
TR-020200,1391.8,2866.8,2.0597787038367583,False,False
TR-020201,758.2,1659.01,2.1880902136639406,False,False
TR-020202,2415.6,5321.09,2.2028026163272068,False,False
TR-020203,437.1,1023.28,2.3410661175932277,False,False
TR-020204,2684.3,5000.66,1.8629288827627313,False,False
TR-020205,1429.7,2979.32,2.0838777365880956,False,False
TR-020206,726.4,1535.72,2.114151982378855,False,False
TR-020207,2651.3,5093.29,1.921053822653038,False,False
TR-020208,2317.6,5259.15,2.2692224715222644,False,False
TR-020209,2297.3,4400.71,1.9156009228224435,False,False
TR-020210,461.4,1089.84,2.3620286085825746,False,False
TR-020211,412.7,1012.41,2.453137872546644,False,False
TR-020212,3101.9,5762.07,1.8575937328734,False,False
TR-020213,1223.4,2755.37,2.2522233120810853,False,False
TR-020214,818.0,1972.43,2.411283618581907,False,False
TR-020215,1333.3,2777.03,2.0828245706142656,False,False
TR-020216,980.3,2079.78,2.121575028052637,False,False
TR-020217,182.7,478.1,2.616858237547893,False,False
TR-020218,326.4,799.84,2.4504901960784315,False,False
TR-020219,659.1,1507.1,2.286602943407677,False,False
TR-020220,2837.5,5397.72,1.9022801762114538,False,False
TR-020221,824.4,1908.79,2.3153687530325087,False,False
TR-020222,2113.7,4080.04,1.930283389317311,False,False
TR-020223,1766.8,3786.18,2.1429590219606065,False,False
TR-020224,1760.1,3674.81,2.0878415999090962,False,False
TR-020225,459.4,1056.25,2.2991946016543316,False,False
TR-020226,795.4,1750.93,2.201320090520493,False,False
TR-020227,674.5,1563.61,2.31817642698295,False,False
TR-020228,885.7,2224.16,2.511188890143389,False,False
TR-020229,1076.6,2293.73,2.1305313022478174,False,False
TR-020230,2735.7,5316.42,1.943349051431078,False,False
TR-020231,689.2,1616.07,2.3448491004062677,False,False
TR-020232,1226.8,2723.38,2.2199054450603195,False,False
TR-020233,540.8,1387.06,2.564829881656805,False,False
TR-020234,1006.0,2324.58,2.3107157057654075,False,False
TR-020235,1279.1,2557.88,1.999749824095067,False,False
TR-020236,1437.6,2994.72,2.08313856427379,False,False
TR-020237,1050.7,2512.52,2.3912820024745405,False,False
TR-020238,839.8,1777.91,2.117063586568231,False,False
TR-020239,1687.7,3396.21,2.0123303904722403,False,False
TR-020240,591.2,1464.09,2.476471583220568,False,False
TR-020241,1993.6,3963.91,1.9883176163723917,False,False
TR-020242,773.3,1670.57,2.160312944523471,False,False
TR-020243,1407.2,2903.36,2.0632177373507674,False,False
TR-020244,576.6,1403.87,2.4347381200138742,False,False
TR-020245,487.8,1125.38,2.3070520705207054,False,False
TR-020246,2153.5,17772.53,8.252858137915021,True,True
TR-020247,2442.3,5012.29,2.0522826843549113,False,False
TR-020248,431.3,1016.01,2.355692093670299,False,False
TR-020249,781.9,1701.54,2.176160634352219,False,False
TR-020250,813.4,1876.83,2.3073887386279814,False,False
TR-020251,1771.7,4177.55,2.35793305864424,False,False
TR-020252,2140.5,4681.35,2.1870357393132447,False,False
TR-020253,395.1,885.26,2.2405973171349025,False,False
TR-020254,839.0,1761.92,2.1000238379022647,False,False
TR-020255,1080.6,2368.61,2.191939663150102,False,False
TR-020256,2642.7,5376.28,2.0343890717826465,False,False
TR-020257,2057.1,4084.61,1.9856156725487337,False,False
TR-020258,1550.5,3341.68,2.155227346017414,False,False
TR-020259,2097.2,4109.24,1.959393477016975,False,False
TR-020260,457.5,1074.29,2.348174863387978,False,False
TR-020261,297.2,835.24,2.810363391655451,False,False
TR-020262,1690.9,3561.06,2.106014548465314,False,False
TR-020263,1994.1,3933.25,1.972443708941377,False,False
TR-020264,760.8,1669.71,2.1946766561514197,False,False
TR-020265,1869.7,4372.03,2.338359095041985,False,False
TR-020266,332.8,871.25,2.6179387019230766,False,False
TR-020267,809.1,1755.49,2.1696823631195157,False,False
TR-020268,1046.2,2561.25,2.4481456700439685,False,False
TR-020269,1271.0,2477.46,1.9492210857592447,False,False
TR-020270,1377.3,3143.01,2.2820082770638206,False,False
TR-020271,354.4,850.83,2.4007618510158015,False,False
TR-020272,1138.3,2526.28,2.219344636738997,False,False
TR-020273,2090.6,4186.95,2.0027504065818427,False,False
TR-020274,475.1,1292.21,2.719869501157651,False,False
TR-020275,1042.7,2201.76,2.1115948978613215,False,False
TR-020276,221.9,582.28,2.6240648940964397,False,False
TR-020277,997.3,2255.6,2.2617066078411714,False,False
TR-020278,477.5,1228.34,2.572439790575916,False,False
TR-020279,1641.4,3489.51,2.125935177287681,False,False
TR-020280,1503.2,3436.73,2.2862759446514103,False,False
TR-020281,1783.7,3877.95,2.1741043897516397,False,False
TR-020282,2305.4,5206.38,2.2583412856771057,False,False
TR-020283,2475.6,4212.87,1.701757149781871,False,False
TR-020284,2352.9,5235.6,2.225168940456458,False,False
TR-020285,583.8,1442.67,2.4711716341212746,False,False
TR-020286,993.2,2069.13,2.0832964156262586,False,False
TR-020287,799.6,1778.44,2.2241620810405203,False,False
TR-020288,1030.6,2063.75,2.00247428682321,False,False
TR-020289,406.5,951.26,2.3401230012300123,False,False
TR-020290,1081.6,2500.67,2.312009985207101,False,False
TR-020291,834.9,1903.39,2.2797820098215356,False,False
TR-020292,1188.5,2442.64,2.0552292806058055,False,False
TR-020293,1178.4,2466.68,2.093245078071962,False,False
TR-020294,376.6,837.15,2.222915560276155,False,False
TR-020295,725.2,1700.41,2.344746276889134,False,False
TR-020296,2165.1,4676.23,2.1598217172416976,False,False
TR-020297,164.3,452.88,2.7564211807668895,False,False
TR-020298,215.5,570.99,2.649605568445476,False,False
TR-020299,1905.9,3923.68,2.058701925599454,False,False
TR-020300,537.7,1258.46,2.3404500650920586,False,False
TR-020301,895.5,2199.83,2.456538246789503,False,False
TR-020302,584.6,1331.42,2.2774888812863496,False,False
TR-020303,2252.8,4822.47,2.1406560724431816,False,False
TR-020304,609.8,1325.38,2.173466710396852,False,False
TR-020305,603.6,1365.34,2.2619946984758115,False,False
TR-020306,1276.2,2633.2,2.063312960351042,False,False
TR-020307,238.3,618.97,2.597440201426773,False,False
TR-020308,2042.6,3826.14,1.8731714481543131,False,False
TR-020309,565.8,1285.97,2.272834924001414,False,False
TR-020310,286.3,697.66,2.436814530213063,False,False
TR-020311,551.6,1293.44,2.3448875997099345,False,False
TR-020312,740.4,1823.51,2.4628714208535927,False,False
TR-020313,138.4,400.24,2.891907514450867,False,True
TR-020314,239.5,655.07,2.735156576200418,False,False
TR-020315,2335.1,4916.56,2.105502976317931,False,False
TR-020316,1981.7,3806.88,1.9210173083716002,False,False
TR-020317,902.0,1968.6,2.182483370288248,False,False
TR-020318,854.1,1894.11,2.217667720407446,False,False
TR-020319,674.6,1466.85,2.1743996442336195,False,False
TR-020320,1236.7,3004.33,2.4293118783860272,False,False
TR-020321,2059.3,4550.6,2.2097800223376876,False,False
TR-020322,161.1,454.68,2.822346368715084,False,False
TR-020323,615.6,1426.24,2.316829109811566,False,False
TR-020324,1121.3,2579.24,2.3002229554980826,False,False
TR-020325,861.2,1851.28,2.149651648862053,False,False
TR-020326,2003.5,4732.19,2.3619615672572993,False,False
TR-020327,545.7,1228.18,2.2506505405900676,False,False
TR-020328,2511.9,4894.35,1.948465305147498,False,False
TR-020329,768.6,1717.72,2.2348685922456415,False,False
TR-020330,1050.5,2443.62,2.3261494526415993,False,False
TR-020331,1452.2,3374.86,2.3239636413717117,False,False
TR-020332,368.3,938.35,2.5477871300570185,False,False
TR-020333,1231.2,3051.52,2.4784925276153347,False,False
TR-020334,1400.5,2951.49,2.107454480542663,False,False
TR-020335,2959.2,5575.3,1.884056501757232,False,False
TR-020336,775.0,1722.13,2.222103225806452,False,False
TR-020337,1008.6,2300.33,2.280715843743803,False,False
TR-020338,935.7,2085.04,2.22832104306936,False,False
TR-020339,3050.1,6538.24,2.1436149634438215,True,False
TR-020340,985.7,2007.01,2.0361266105305873,False,False
TR-020341,229.1,569.39,2.4853339153208207,False,False
TR-020342,307.7,820.48,2.6664933376665583,False,False
TR-020343,910.9,1890.79,2.0757382808211657,False,False
TR-020344,750.3,1619.33,2.158243369318939,False,False
TR-020345,2349.5,4497.24,1.9141264098744413,False,False
TR-020346,1341.0,3079.16,2.2961670395227443,False,False
TR-020347,1219.1,2492.86,2.044836354687885,False,False
TR-020348,1956.7,4125.05,2.1081668114682883,False,False
TR-020349,128.9,380.22,2.9497284716834757,False,True
TR-020350,1785.2,3341.42,1.8717342594667263,False,False
TR-020351,1579.1,3411.65,2.160502818060921,False,False
TR-020352,990.6,2008.56,2.027619624470018,False,False
TR-020353,319.6,866.22,2.710325406758448,False,False
TR-020354,931.0,2044.99,2.196552094522019,False,False
TR-020355,696.5,1475.65,2.1186647523330944,False,False
TR-020356,1244.9,2617.97,2.102956060727769,False,False
TR-020357,548.6,1360.59,2.480113014947138,False,False
TR-020358,201.8,516.92,2.5615460852329037,False,False
TR-020359,2426.9,5063.32,2.0863323581523754,False,False
TR-020360,1273.1,2547.15,2.0007462100384887,False,False
TR-020361,285.5,846.26,2.9641330998248687,False,True
TR-020362,1790.9,4067.07,2.270964319615836,False,False
TR-020363,1319.2,3016.15,2.2863477865372954,False,False
TR-020364,1635.2,3432.41,2.0990765655577297,False,False
TR-020365,370.7,914.25,2.466280010790397,False,False
TR-020366,332.6,854.2,2.5682501503307273,False,False
TR-020367,343.5,892.38,2.5979039301310043,False,False
TR-020368,879.4,1889.55,2.1486809188082785,False,False
TR-020369,1872.2,4326.27,2.310794786881744,False,False
TR-020370,2856.0,5510.84,1.9295658263305322,False,False
TR-020371,511.1,1215.28,2.3777734298571707,False,False
TR-020372,1747.4,3690.95,2.1122524894128416,False,False
TR-020373,462.0,1078.75,2.33495670995671,False,False
TR-020374,342.8,851.21,2.4831096849474914,False,False
TR-020375,1912.0,3821.78,1.9988389121338914,False,False
TR-020376,1830.9,3569.0,1.9493145447594078,False,False
TR-020377,332.7,810.81,2.4370604147880974,False,False
TR-020378,2896.0,5284.99,1.8249274861878453,False,False
TR-020379,1056.2,2550.17,2.4144764249195227,False,False
TR-020380,871.8,1864.49,2.138667125487497,False,False
TR-020381,952.0,2256.76,2.3705462184873953,False,False
TR-020382,779.5,1849.15,2.3722257857601026,False,False
TR-020383,3112.0,6628.46,2.1299678663239074,True,False
TR-020384,692.7,1497.73,2.1621625523314565,False,False
TR-020385,980.6,2271.86,2.3168060371201307,False,False
TR-020386,2113.0,4212.61,1.9936630383341218,False,False
TR-020387,727.1,1778.73,2.446334754504195,False,False
TR-020388,1846.1,3874.17,2.0985699582904505,False,False
TR-020389,856.4,1997.4,2.3323213451658105,False,False
TR-020390,613.9,1330.95,2.1680241081609384,False,False
TR-020391,2355.7,4762.02,2.021488304962432,False,False
TR-020392,1567.6,3164.12,2.0184485838224036,False,False
TR-020393,1927.6,4399.54,2.282392612575223,False,False
TR-020394,951.2,2011.36,2.1145500420521444,False,False
TR-020395,2966.6,5736.85,1.9338131193959416,False,False
TR-020396,209.0,593.2,2.8382775119617225,False,False
TR-020397,1945.1,3742.91,1.9242763868181585,False,False
TR-020398,811.3,1702.45,2.09842228522125,False,False
TR-020399,1296.1,2656.89,2.0499112722783734,False,False
TR-020400,557.2,1194.58,2.1438980617372576,False,False
TR-020401,338.1,979.73,2.8977521443359953,False,True
TR-020402,1201.5,2557.41,2.1285143570536826,False,False
TR-020403,956.6,2054.33,2.1475329291239804,False,False
TR-020404,399.8,926.9,2.318409204602301,False,False
TR-020405,445.6,1015.66,2.2793087971274684,False,False
TR-020406,2054.7,4638.98,2.257740789409646,False,False
TR-020407,700.8,1718.65,2.4524115296803655,False,False
TR-020408,1226.0,2451.91,1.9999265905383359,False,False
TR-020409,3091.0,5944.53,1.9231737301844063,False,False
TR-020410,1121.3,2410.82,2.1500222955498085,False,False
TR-020411,487.0,1052.27,2.1607186858316223,False,False
TR-020412,509.0,1193.34,2.3444793713163063,False,False
TR-020413,994.7,2015.48,2.0262189604906,False,False
TR-020414,433.4,1014.25,2.3402168897092754,False,False
TR-020415,189.7,474.95,2.503690036900369,False,False
TR-020416,707.0,1518.86,2.148316831683168,False,False
TR-020417,679.5,1485.27,2.1858278145695365,False,False
TR-020418,540.9,1211.3,2.239415788500647,False,False
TR-020419,349.8,936.29,2.676643796455117,False,False
TR-020420,316.9,800.84,2.527106342694857,False,False
TR-020421,1166.9,2327.0,1.9941725940526178,False,False
TR-020422,811.5,1729.09,2.130733210104744,False,False
TR-020423,405.1,952.18,2.3504813626265117,False,False
TR-020424,196.6,530.3,2.6973550356052898,False,False
TR-020425,1084.0,2523.62,2.3280627306273063,False,False
TR-020426,1067.6,2644.06,2.4766391907081307,False,False
TR-020427,1717.8,3330.14,1.938607521248108,False,False
TR-020428,756.3,1628.67,2.1534708449028166,False,False
TR-020429,335.6,787.29,2.345917759237187,False,False
TR-020430,2244.1,4756.37,2.119500022280647,False,False
TR-020431,549.7,1355.7,2.4662543205384755,False,False
TR-020432,551.8,1267.11,2.296321130844509,False,False
TR-020433,598.3,1448.7,2.42136052147752,False,False
TR-020434,1540.9,3301.45,2.142546563696541,False,False
TR-020435,1989.4,4006.59,2.0139690358902183,False,False
TR-020436,1004.8,2081.42,2.0714769108280255,False,False
TR-020437,2001.9,3669.41,1.832963684499725,False,False
TR-020438,885.2,1848.73,2.0884884771802983,False,False
TR-020439,814.6,1630.71,2.0018536705131353,False,False
TR-020440,2093.1,4127.9,1.9721465768477378,False,False
TR-020441,1673.2,3833.09,2.290873774802773,False,False
TR-020442,934.7,1998.32,2.1379266074676364,False,False
TR-020443,798.6,1620.33,2.0289631855747556,False,False
TR-020444,463.8,1155.72,2.4918499353169468,False,False
TR-020445,1017.4,2249.97,2.211490072734421,False,False
TR-020446,2076.9,4106.45,1.9772015985362799,False,False
TR-020447,1928.2,3748.22,1.9438958614251631,False,False
TR-020448,2879.6,5461.84,1.8967356577302403,False,False
TR-020449,599.0,1477.39,2.4664273789649416,False,False
TR-020450,789.0,1699.96,2.154575411913815,False,False
TR-020451,185.7,551.46,2.9696284329563816,False,True
TR-020452,1060.6,2570.23,2.423373562134641,False,False
TR-020453,2300.1,4983.54,2.1666623190296073,False,False
TR-020454,199.0,531.08,2.668743718592965,False,False
TR-020455,673.3,1581.94,2.3495321550571813,False,False
TR-020456,426.5,1044.39,2.4487456037514654,False,False
TR-020457,129.4,384.21,2.969165378670788,False,True
TR-020458,863.3,1871.45,2.1677864010193444,False,False
TR-020459,879.8,1817.19,2.065458058649693,False,False
TR-020460,2446.0,4508.08,1.8430417007358952,False,False
TR-020461,2027.8,4177.98,2.0603511194397868,False,False
TR-020462,2430.6,4674.75,1.9232905455443101,False,False
TR-020463,674.5,1490.55,2.2098591549295774,False,False
TR-020464,906.5,2190.73,2.4166905681191397,False,False
TR-020465,336.6,879.16,2.6118835412953056,False,False
TR-020466,992.3,2146.26,2.162914441197219,False,False
TR-020467,884.8,1695.78,1.9165687160940326,False,False
TR-020468,840.7,1750.84,2.0825978351373853,False,False
TR-020469,112.6,328.44,2.9168738898756663,False,True
TR-020470,599.6,1450.49,2.419096064042695,False,False
TR-020471,788.4,1744.93,2.2132546930492136,False,False
TR-020472,1583.6,3008.48,1.899772669866128,False,False
TR-020473,410.2,1112.47,2.712018527547538,False,False
TR-020474,1663.0,3350.77,2.0148947684906795,False,False
TR-020475,896.3,1950.53,2.176202164453866,False,False
TR-020476,1229.5,2582.75,2.1006506710044732,False,False
TR-020477,1092.7,2331.44,2.1336505902809555,False,False
TR-020478,1147.9,2379.77,2.0731509713389666,False,False
TR-020479,364.1,1004.26,2.7581982971711065,False,False
TR-020480,1065.4,2150.53,2.0185188661535576,False,False
TR-020481,239.4,627.78,2.6223057644110273,False,False
TR-020482,792.6,1751.81,2.210206913954075,False,False
TR-020483,937.6,2014.69,2.1487734641638223,False,False
TR-020484,1184.2,2553.0,2.1558858300962673,False,False
TR-020485,561.7,1289.24,2.295246572903685,False,False
TR-020486,1678.7,3637.45,2.1668255197474235,False,False
TR-020487,875.4,2022.9,2.3108293351610696,False,False
TR-020488,1809.8,4041.36,2.233042325118798,False,False
TR-020489,613.3,1415.65,2.3082504483939346,False,False
TR-020490,356.5,882.61,2.4757643758765777,False,False
TR-020491,1749.1,3504.57,2.0036418729632386,False,False
TR-020492,2216.6,4991.32,2.2517910313092124,False,False
TR-020493,1332.9,2847.73,2.1364918598544524,False,False
TR-020494,203.3,595.98,2.931529758976881,False,True
TR-020495,1525.0,3388.95,2.222262295081967,False,False
TR-020496,412.6,1028.89,2.4936742607852644,False,False
TR-020497,1118.6,2645.76,2.3652422671196143,False,False
TR-020498,1785.0,3874.58,2.1706330532212883,False,False
TR-020499,2342.1,4545.07,1.94059604628325,False,False
TR-020500,1325.1,3125.22,2.3584786053882727,False,False
TR-020501,2612.8,5269.96,2.0169779546846294,False,False
TR-020502,1351.0,3046.96,2.255336787564767,False,False
TR-020503,1391.5,2999.34,2.1554725116780453,False,False
TR-020504,1969.7,3797.68,1.9280499568462202,False,False
TR-020505,2198.4,4242.62,1.929867176128093,False,False
TR-020506,654.5,1490.1,2.2766997708174177,False,False
TR-020507,729.6,1767.09,2.421998355263158,False,False
TR-020508,243.3,695.62,2.859103986847513,False,False
TR-020509,1022.8,1985.12,1.9408682049276496,False,False
TR-020510,410.4,919.31,2.2400341130604287,False,False
TR-020511,800.1,1808.0,2.2597175353080865,False,False
TR-020512,1995.2,4283.61,2.146957698476343,False,False
TR-020513,314.1,932.33,2.968258516396052,False,True
TR-020514,334.6,842.06,2.5166168559473996,False,False
TR-020515,2396.6,4666.98,1.9473337227739296,False,False
TR-020516,919.5,1896.52,2.0625557368134855,False,False
TR-020517,2042.5,3881.66,1.9004455324357405,False,False
TR-020518,547.3,1398.28,2.554869358669834,False,False
TR-020519,597.1,1305.23,2.1859487523027967,False,False
TR-020520,267.4,707.16,2.6445774121166794,False,False
TR-020521,88.3,244.35,2.7672706681766703,False,False
TR-020522,744.0,1669.7,2.244220430107527,False,False
TR-020523,327.1,805.91,2.4638031183124425,False,False
TR-020524,2733.6,4977.95,1.8210235586772021,False,False
TR-020525,841.7,1969.78,2.3402399904954256,False,False
TR-020526,2565.7,4639.43,1.8082511595276145,False,False
TR-020527,561.7,1282.79,2.2837635748620255,False,False
TR-020528,262.6,733.54,2.793373952779893,False,False
TR-020529,2113.8,4679.12,2.2136058283659756,False,False
TR-020530,1297.8,2655.9,2.046463245492372,False,False
TR-020531,1124.3,2294.19,2.0405496753535535,False,False
TR-020532,2124.3,4643.48,2.185887115755778,False,False
TR-020533,1607.8,3293.76,2.0486130115686034,False,False
TR-020534,1588.7,3494.37,2.1995153269969157,False,False
TR-020535,758.2,1694.78,2.2352677393827483,False,False
TR-020536,239.1,619.8,2.592220828105395,False,False
TR-020537,711.6,1544.38,2.170292299044407,False,False
TR-020538,956.0,2039.41,2.133274058577406,False,False
TR-020539,1481.3,2846.72,1.9217714169985822,False,False
TR-020540,269.3,750.14,2.78551800965466,False,False
TR-020541,1126.7,2449.81,2.1743232448744116,False,False
TR-020542,599.6,1531.6,2.554369579719813,False,False
TR-020543,1335.8,3070.93,2.2989444527623895,False,False
TR-020544,1317.7,756.4,0.5740305077028155,False,True
TR-020545,2160.8,4442.63,2.0560116623472786,False,False
TR-020546,528.7,1392.9,2.6345753735577833,False,False
